sample_id,k,start_sec,end_sec,text_coverage,text_mask,audio_frame_count,audio_present,audio_reliable,voiced_ratio,video_frame_count,face_detected_count,face_coverage,mean_face_confidence,vision_mask
-3g5yACwYnA/13,48,5.28,5.39,0.0,0,11,1,0,0.0,2,2,1.0,0.9351059198379517,1
-3g5yACwYnA/13,49,5.39,5.5,0.0,0,0,0,0,0.0,2,2,1.0,0.9337953329086304,1
-3g5yACwYnA/3,0,0.0,0.28733333333333333,0.0,0,28,1,1,0.0,9,9,1.0,0.9352347254753113,1
-3g5yACwYnA/3,1,0.28733333333333333,0.5746666666666667,0.19025522470474243,1,29,1,1,0.0,9,9,1.0,0.9375107288360596,1
-3g5yACwYnA/3,2,0.5746666666666667,0.862,1.0,1,28,1,1,0.0,8,8,1.0,0.9426667094230652,1
-3g5yACwYnA/3,3,0.862,1.1493333333333333,0.9327146410942078,1,29,1,1,0.0,9,9,1.0,0.947286069393158,1
-3g5yACwYnA/3,4,1.1493333333333333,1.4366666666666665,0.9628770351409912,1,29,1,1,0.0,9,9,1.0,0.945963978767395,1
-3g5yACwYnA/3,5,1.4366666666666665,1.724,1.0,1,29,1,1,0.0,8,8,1.0,0.946422815322876,1
-3g5yACwYnA/3,6,1.724,2.0113333333333334,0.9257540702819824,1,28,1,1,0.0,9,9,1.0,0.9443982243537903,1
-3g5yACwYnA/3,7,2.0113333333333334,2.2986666666666666,0.0,0,29,1,1,0.0,8,8,1.0,0.9439036250114441,1
-3g5yACwYnA/3,8,2.2986666666666666,2.586,0.22969837486743927,1,29,1,1,0.0,9,9,1.0,0.9437882304191589,1
-3g5yACwYnA/3,9,2.586,2.873333333333333,1.0,1,29,1,1,0.0,9,9,1.0,0.9434278011322021,1
-3g5yACwYnA/3,10,2.873333333333333,3.1606666666666667,1.0,1,28,1,1,0.0,8,8,1.0,0.9451525211334229,1
-3g5yACwYnA/3,11,3.1606666666666667,3.448,1.0,1,29,1,1,0.0,9,9,1.0,0.9443947672843933,1
-3g5yACwYnA/3,12,3.448,3.735333333333333,0.7030162215232849,1,29,1,1,0.0,9,9,1.0,0.9438508152961731,1
-3g5yACwYnA/3,13,3.735333333333333,4.022666666666667,0.0,0,29,1,0,0.0,8,8,1.0,0.941565752029419,1
-3g5yACwYnA/3,14,4.022666666666667,4.31,0.5916473269462585,1,28,1,1,0.0,9,9,1.0,0.9417048692703247,1
-3g5yACwYnA/3,15,4.31,4.597333333333333,1.0,1,29,1,1,0.0,8,8,1.0,0.9438854455947876,1
-3g5yACwYnA/3,16,4.597333333333333,4.884666666666667,1.0,1,29,1,1,0.0,9,9,1.0,0.943892240524292,1
-3g5yACwYnA/3,17,4.884666666666667,5.172,1.0,1,28,1,1,0.0,9,9,1.0,0.9430148601531982,1
-3g5yACwYnA/3,18,5.172,5.459333333333333,0.34106728434562683,1,29,1,1,0.0,8,8,1.0,0.9387778043746948,1
-3g5yACwYnA/3,19,5.459333333333333,5.746666666666666,0.44083526730537415,1,29,1,1,0.0,9,9,1.0,0.9382858276367188,1
-3g5yACwYnA/3,20,5.746666666666666,6.034,1.0,1,29,1,1,0.0,9,9,1.0,0.9469156265258789,1
-3g5yACwYnA/3,21,6.034,6.3213333333333335,0.8909512758255005,1,28,1,1,0.0,8,8,1.0,0.9475688338279724,1
-3g5yACwYnA/3,22,6.3213333333333335,6.608666666666666,0.6566125154495239,1,29,1,1,0.0,9,9,1.0,0.9488314390182495,1
-3g5yACwYnA/3,23,6.608666666666666,6.896,0.7006960511207581,1,29,1,1,0.0,8,8,1.0,0.9483829736709595,1
-3g5yACwYnA/3,24,6.896,7.183333333333334,0.8120649456977844,1,29,1,1,0.0,9,9,1.0,0.9460394978523254,1
-3g5yACwYnA/3,25,7.183333333333334,7.470666666666666,1.0,1,28,1,1,0.0,9,9,1.0,0.9469841718673706,1
-3g5yACwYnA/3,26,7.470666666666666,7.758,1.0,1,29,1,1,0.0,8,8,1.0,0.9453409910202026,1
-3g5yACwYnA/3,27,7.758,8.045333333333334,1.0,1,29,1,1,0.0,9,9,1.0,0.9423506259918213,1
-3g5yACwYnA/3,28,8.045333333333334,8.332666666666666,1.0,1,29,1,1,0.0,8,8,1.0,0.9406304359436035,1
-3g5yACwYnA/3,29,8.332666666666666,8.62,1.0,1,28,1,1,0.0,9,9,1.0,0.9422757029533386,1
-3g5yACwYnA/3,30,8.62,8.907333333333334,0.5220417380332947,1,29,1,1,0.0,9,9,1.0,0.9431919455528259,1
-3g5yACwYnA/3,31,8.907333333333334,9.194666666666667,0.0,0,29,1,1,0.0,8,8,1.0,0.9436691999435425,1
-3g5yACwYnA/3,32,9.194666666666667,9.482,0.38979119062423706,1,28,1,1,0.0,9,9,1.0,0.9423350095748901,1
-3g5yACwYnA/3,33,9.482,9.769333333333334,1.0,1,29,1,1,0.0,9,9,1.0,0.9465871453285217,1
-3g5yACwYnA/3,34,9.769333333333334,10.056666666666667,0.907192587852478,1,29,1,1,0.0,8,8,1.0,0.943326473236084,1
-3g5yACwYnA/3,35,10.056666666666667,10.344,0.988399088382721,1,29,1,1,0.0,9,9,1.0,0.9421063661575317,1
-3g5yACwYnA/3,36,10.344,10.631333333333334,1.0,1,28,1,1,0.0,8,8,1.0,0.9378461837768555,1
-3g5yACwYnA/3,37,10.631333333333334,10.918666666666667,1.0,1,29,1,1,0.0,9,9,1.0,0.9369844794273376,1
-3g5yACwYnA/3,38,10.918666666666667,11.206,1.0,1,29,1,1,0.0,9,9,1.0,0.9338911771774292,1
-3g5yACwYnA/3,39,11.206,11.493333333333332,1.0,1,29,1,1,0.0,8,8,1.0,0.9372789859771729,1
-3g5yACwYnA/3,40,11.493333333333332,11.780666666666667,1.0,1,28,1,1,0.0,9,9,1.0,0.9414197206497192,1
-3g5yACwYnA/3,41,11.780666666666667,12.068,0.6937354803085327,1,29,1,1,0.0,9,9,1.0,0.942310094833374,1
-3g5yACwYnA/3,42,12.068,12.355333333333332,0.0,0,29,1,1,0.0,8,8,1.0,0.9437488317489624,1
-3g5yACwYnA/3,43,12.355333333333332,12.642666666666667,0.0,0,29,1,0,0.0,9,9,1.0,0.9438637495040894,1
-3g5yACwYnA/3,44,12.642666666666667,12.93,0.0,0,28,1,0,0.0,8,8,1.0,0.9384149312973022,1
-3g5yACwYnA/3,45,12.93,13.217333333333332,0.860788881778717,1,29,1,1,0.0,9,9,1.0,0.9297968745231628,1
-3g5yACwYnA/3,46,13.217333333333332,13.504666666666667,1.0,1,29,1,1,0.0,9,9,1.0,0.9341505765914917,1
-3g5yACwYnA/3,47,13.504666666666667,13.792,1.0,1,28,1,1,0.0,8,8,1.0,0.9426783323287964,1
-3g5yACwYnA/3,48,13.792,14.079333333333333,1.0,1,29,1,1,0.0,9,9,1.0,0.9387915134429932,1
-3g5yACwYnA/3,49,14.079333333333333,14.366666666666667,0.8649942278862,1,24,1,1,0.0,8,8,1.0,0.9385811686515808,1
-3g5yACwYnA/2,0,0.0,0.18733333333333335,1.0,1,18,1,1,0.0,6,6,1.0,0.9403740763664246,1
-3g5yACwYnA/2,1,0.18733333333333335,0.3746666666666667,0.6548042893409729,1,19,1,1,0.0,6,6,1.0,0.9382852911949158,1
-3g5yACwYnA/2,2,0.3746666666666667,0.562,0.0,0,18,1,0,0.0,5,5,1.0,0.939125657081604,1
-3g5yACwYnA/2,3,0.562,0.7493333333333334,0.0,0,19,1,0,0.0,6,6,1.0,0.9417813420295715,1
-3g5yACwYnA/2,4,0.7493333333333334,0.9366666666666668,0.0,0,19,1,0,0.0,6,6,1.0,0.9444848895072937,1
-3g5yACwYnA/2,5,0.9366666666666668,1.124,0.0,0,19,1,0,0.0,5,5,1.0,0.9478265047073364,1
-3g5yACwYnA/2,6,1.124,1.3113333333333335,0.5943060517311096,1,18,1,1,0.0,6,6,1.0,0.9471185803413391,1
-3g5yACwYnA/2,7,1.3113333333333335,1.4986666666666668,1.0,1,19,1,1,0.0,5,5,1.0,0.945079505443573,1
-3g5yACwYnA/2,8,1.4986666666666668,1.6860000000000002,0.4875444769859314,1,19,1,1,0.0,6,6,1.0,0.9442138075828552,1
-3g5yACwYnA/2,9,1.6860000000000002,1.8733333333333335,0.0,0,19,1,0,0.0,6,6,1.0,0.9376304745674133,1
-3g5yACwYnA/2,10,1.8733333333333335,2.060666666666667,0.27046263217926025,1,18,1,1,0.0,5,5,1.0,0.9347586631774902,1
-3g5yACwYnA/2,11,2.060666666666667,2.248,1.0,1,19,1,1,0.0,6,6,1.0,0.9393458366394043,1
-3g5yACwYnA/2,12,2.248,2.4353333333333333,1.0,1,19,1,1,0.0,6,6,1.0,0.9398531913757324,1
-3g5yACwYnA/2,13,2.4353333333333333,2.622666666666667,1.0,1,19,1,1,0.0,5,5,1.0,0.9412530660629272,1
-3g5yACwYnA/2,14,2.622666666666667,2.8100000000000005,0.5729537606239319,1,18,1,1,0.0,6,6,1.0,0.9424083828926086,1
-3g5yACwYnA/2,15,2.8100000000000005,2.9973333333333336,0.41281139850616455,1,19,1,1,0.0,5,5,1.0,0.9456183314323425,1
-3g5yACwYnA/2,16,2.9973333333333336,3.1846666666666668,1.0,1,19,1,1,0.0,6,6,1.0,0.9504467844963074,1
-3g5yACwYnA/2,17,3.1846666666666668,3.3720000000000003,1.0,1,18,1,1,0.0,6,6,1.0,0.9479048848152161,1
-3g5yACwYnA/2,18,3.3720000000000003,3.559333333333334,1.0,1,19,1,1,0.0,5,5,1.0,0.9465726017951965,1
-3g5yACwYnA/2,19,3.559333333333334,3.746666666666667,1.0,1,19,1,1,0.0,6,6,1.0,0.949246883392334,1
-3g5yACwYnA/2,20,3.746666666666667,3.934,1.0,1,19,1,1,0.0,6,6,1.0,0.943477213382721,1
-3g5yACwYnA/2,21,3.934,4.121333333333334,1.0,1,18,1,1,0.0,5,5,1.0,0.9393919706344604,1
-3g5yACwYnA/2,22,4.121333333333334,4.308666666666667,1.0,1,19,1,1,0.0,6,6,1.0,0.9401757121086121,1
-3g5yACwYnA/2,23,4.308666666666667,4.496,1.0,1,19,1,1,0.0,5,5,1.0,0.9401689767837524,1
-3g5yACwYnA/2,24,4.496,4.683333333333334,1.0,1,19,1,1,0.0,6,6,1.0,0.9386505484580994,1
-3g5yACwYnA/2,25,4.683333333333334,4.870666666666667,1.0,1,18,1,1,0.0,6,6,1.0,0.9374837875366211,1
-3g5yACwYnA/2,26,4.870666666666667,5.058000000000001,0.7437722682952881,1,19,1,1,0.0,5,5,1.0,0.9409211874008179,1
-3g5yACwYnA/2,27,5.058000000000001,5.245333333333334,0.18861210346221924,1,19,1,1,0.0,6,6,1.0,0.944789707660675,1
-3g5yACwYnA/2,28,5.245333333333334,5.432666666666667,1.0,1,19,1,1,0.0,5,5,1.0,0.95087069272995,1
-3g5yACwYnA/2,29,5.432666666666667,5.620000000000001,1.0,1,18,1,1,0.0,6,6,1.0,0.9514713287353516,1
-3g5yACwYnA/2,30,5.620000000000001,5.807333333333334,0.35943061113357544,1,19,1,1,0.0,6,6,1.0,0.9511623382568359,1
-3g5yACwYnA/2,31,5.807333333333334,5.994666666666667,1.0,1,19,1,1,0.0,5,5,1.0,0.9514318704605103,1
-3g5yACwYnA/2,32,5.994666666666667,6.182,1.0,1,18,1,1,0.0,6,6,1.0,0.9508538246154785,1
-3g5yACwYnA/2,33,6.182,6.3693333333333335,1.0,1,19,1,1,0.0,6,6,1.0,0.9481973648071289,1
-3g5yACwYnA/2,34,6.3693333333333335,6.5566666666666675,1.0,1,19,1,1,0.0,5,5,1.0,0.9481269121170044,1
-3g5yACwYnA/2,35,6.5566666666666675,6.744000000000001,1.0,1,19,1,1,0.0,6,6,1.0,0.9495490193367004,1
-3g5yACwYnA/2,36,6.744000000000001,6.931333333333334,1.0,1,18,1,1,0.0,5,5,1.0,0.9501180648803711,1
-3g5yACwYnA/2,37,6.931333333333334,7.118666666666668,1.0,1,19,1,1,0.0,6,6,1.0,0.9506645202636719,1
-3g5yACwYnA/2,38,7.118666666666668,7.306000000000001,1.0,1,19,1,1,0.0,6,6,1.0,0.9522789120674133,1
-3g5yACwYnA/2,39,7.306000000000001,7.493333333333334,1.0,1,19,1,1,0.0,5,5,1.0,0.9469993710517883,1
-3g5yACwYnA/2,40,7.493333333333334,7.680666666666667,1.0,1,18,1,1,0.0,6,6,1.0,0.9428483843803406,1
-3g5yACwYnA/2,41,7.680666666666667,7.868,0.10320284962654114,1,19,1,0,0.0,6,6,1.0,0.9397810101509094,1
-3g5yACwYnA/2,42,7.868,8.055333333333333,0.0,0,19,1,0,0.0,5,5,1.0,0.936215877532959,1
-3g5yACwYnA/2,43,8.055333333333333,8.242666666666668,0.6014235019683838,1,19,1,1,0.0,6,6,1.0,0.9342619776725769,1
-3g5yACwYnA/2,44,8.242666666666668,8.430000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.9354966878890991,1
-3g5yACwYnA/2,45,8.430000000000001,8.617333333333335,1.0,1,19,1,1,0.0,6,6,1.0,0.9348769187927246,1
-3g5yACwYnA/2,46,8.617333333333335,8.804666666666668,1.0,1,19,1,1,0.0,6,6,1.0,0.9378839135169983,1
-3g5yACwYnA/2,47,8.804666666666668,8.992,1.0,1,18,1,1,0.0,5,5,1.0,0.937210738658905,1
-3g5yACwYnA/2,48,8.992,9.179333333333334,1.0,1,19,1,1,0.0,6,6,1.0,0.9428512454032898,1
-3g5yACwYnA/2,49,9.179333333333334,9.366666666666667,0.27746617794036865,1,4,1,1,0.0,2,2,1.0,0.9475771188735962,1
-3g5yACwYnA/9,0,0.0,0.17600000000000002,0.0,0,17,1,1,0.0,6,6,1.0,0.9319972991943359,1
-3g5yACwYnA/9,1,0.17600000000000002,0.35200000000000004,0.0,0,17,1,0,0.0,5,5,1.0,0.9320651292800903,1
-3g5yACwYnA/9,2,0.35200000000000004,0.528,0.0,0,18,1,0,0.0,5,5,1.0,0.9326385259628296,1
-3g5yACwYnA/9,3,0.528,0.7040000000000001,0.47727271914482117,1,18,1,1,0.0,6,6,1.0,0.9335436820983887,1
-3g5yACwYnA/9,4,0.7040000000000001,0.8800000000000001,1.0,1,17,1,1,0.0,5,5,1.0,0.9341920614242554,1
-3g5yACwYnA/9,5,0.8800000000000001,1.056,1.0,1,18,1,1,0.0,5,5,1.0,0.9409616589546204,1
-3g5yACwYnA/9,6,1.056,1.2320000000000002,1.0,1,17,1,1,0.0,5,5,1.0,0.9343807101249695,1
-3g5yACwYnA/9,7,1.2320000000000002,1.4080000000000001,1.0,1,18,1,1,0.0,6,6,1.0,0.933847188949585,1
-3g5yACwYnA/9,8,1.4080000000000001,1.584,1.0,1,18,1,1,0.0,5,5,1.0,0.9331761598587036,1
-3g5yACwYnA/9,9,1.584,1.7600000000000002,1.0,1,17,1,1,0.0,5,5,1.0,0.9380182027816772,1
-3g5yACwYnA/9,10,1.7600000000000002,1.9360000000000002,1.0,1,18,1,1,0.0,6,6,1.0,0.943847119808197,1
-3g5yACwYnA/9,11,1.9360000000000002,2.112,1.0,1,17,1,1,0.0,5,5,1.0,0.945109486579895,1
-3g5yACwYnA/9,12,2.112,2.2880000000000003,1.0,1,18,1,1,0.0,5,5,1.0,0.9408259391784668,1
-3g5yACwYnA/9,13,2.2880000000000003,2.4640000000000004,1.0,1,18,1,1,0.0,5,5,1.0,0.9365866780281067,1
-3g5yACwYnA/9,14,2.4640000000000004,2.64,1.0,1,17,1,1,0.0,6,6,1.0,0.9348857998847961,1
-3g5yACwYnA/9,15,2.64,2.8160000000000003,1.0,1,18,1,1,0.0,5,5,1.0,0.9326950907707214,1
-3g5yACwYnA/9,16,2.8160000000000003,2.9920000000000004,0.13636364042758942,1,17,1,0,0.0,5,5,1.0,0.9359288215637207,1
-3g5yACwYnA/9,17,2.9920000000000004,3.168,0.0,0,18,1,0,0.0,6,6,1.0,0.9396874308586121,1
-3g5yACwYnA/9,18,3.168,3.3440000000000003,0.0,0,18,1,0,0.0,5,5,1.0,0.9371139407157898,1
-3g5yACwYnA/9,19,3.3440000000000003,3.5200000000000005,0.9659090638160706,1,17,1,1,0.0,5,5,1.0,0.9368351101875305,1
-3g5yACwYnA/9,20,3.5200000000000005,3.696,1.0,1,18,1,1,0.0,5,5,1.0,0.9402688145637512,1
-3g5yACwYnA/9,21,3.696,3.8720000000000003,1.0,1,17,1,1,0.0,6,6,1.0,0.9353011250495911,1
-3g5yACwYnA/9,22,3.8720000000000003,4.048,1.0,1,18,1,1,0.0,5,5,1.0,0.9331660270690918,1
-3g5yACwYnA/9,23,4.048,4.224,1.0,1,18,1,1,0.0,5,5,1.0,0.9347748756408691,1
-3g5yACwYnA/9,24,4.224,4.4,1.0,1,17,1,1,0.0,5,5,1.0,0.9348737597465515,1
-3g5yACwYnA/9,25,4.4,4.5760000000000005,1.0,1,18,1,1,0.0,6,6,1.0,0.9375560879707336,1
-3g5yACwYnA/9,26,4.5760000000000005,4.752000000000001,1.0,1,17,1,1,0.0,5,5,1.0,0.9383658170700073,1
-3g5yACwYnA/9,27,4.752000000000001,4.928000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.938563346862793,1
-3g5yACwYnA/9,28,4.928000000000001,5.104,0.2954545319080353,1,18,1,0,0.0,6,6,1.0,0.9388437271118164,1
-3g5yACwYnA/9,29,5.104,5.28,0.0,0,17,1,0,0.0,5,5,1.0,0.9375514984130859,1
-3g5yACwYnA/9,30,5.28,5.456,0.09090909361839294,1,18,1,0,0.0,5,5,1.0,0.9359863996505737,1
-3g5yACwYnA/9,31,5.456,5.632000000000001,1.0,1,17,1,1,0.0,5,5,1.0,0.9366281628608704,1
-3g5yACwYnA/9,32,5.632000000000001,5.808000000000001,1.0,1,18,1,1,0.0,6,6,1.0,0.9381247162818909,1
-3g5yACwYnA/9,33,5.808000000000001,5.984000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.9411271810531616,1
-3g5yACwYnA/9,34,5.984000000000001,6.160000000000001,1.0,1,17,1,1,0.0,5,5,1.0,0.9409608840942383,1
-3g5yACwYnA/9,35,6.160000000000001,6.336,1.0,1,18,1,1,0.0,6,6,1.0,0.9438724517822266,1
-3g5yACwYnA/9,36,6.336,6.5120000000000005,1.0,1,17,1,1,0.0,5,5,1.0,0.9453229904174805,1
-3g5yACwYnA/9,37,6.5120000000000005,6.688000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.9450529217720032,1
-3g5yACwYnA/9,38,6.688000000000001,6.864000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.9441679120063782,1
-3g5yACwYnA/9,39,6.864000000000001,7.040000000000001,1.0,1,17,1,1,0.0,6,6,1.0,0.9401834011077881,1
-3g5yACwYnA/9,40,7.040000000000001,7.216000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.9373527765274048,1
-3g5yACwYnA/9,41,7.216000000000001,7.392,1.0,1,17,1,1,0.0,5,5,1.0,0.9367268681526184,1
-3g5yACwYnA/9,42,7.392,7.5680000000000005,1.0,1,18,1,1,0.0,6,6,1.0,0.939969539642334,1
-3g5yACwYnA/9,43,7.5680000000000005,7.744000000000001,1.0,1,18,1,1,0.0,5,5,1.0,0.9408613443374634,1
-3g5yACwYnA/9,44,7.744000000000001,7.920000000000001,1.0,1,17,1,1,0.0,5,5,1.0,0.9417282342910767,1
-3g5yACwYnA/9,45,7.920000000000001,8.096,1.0,1,18,1,1,0.0,5,5,1.0,0.943988025188446,1
-3g5yACwYnA/9,46,8.096,8.272,0.25,1,17,1,1,0.0,6,6,1.0,0.9432675242424011,1
-3g5yACwYnA/9,47,8.272,8.448,0.0,0,18,1,1,0.0,5,5,1.0,0.9451434016227722,1
-3g5yACwYnA/9,48,8.448,8.624,0.0,0,18,1,0,0.0,5,5,1.0,0.9451547861099243,1
-3g5yACwYnA/9,49,8.624,8.8,0.0,0,6,1,0,0.0,4,4,1.0,0.9434245228767395,1
-3nNcZdcdvU/5,0,0.0,0.15733333333333333,0.0,0,15,1,1,0.0,5,5,1.0,0.9319598078727722,1
-3nNcZdcdvU/5,1,0.15733333333333333,0.31466666666666665,0.0,0,16,1,1,0.0,5,5,1.0,0.9306679964065552,1
-3nNcZdcdvU/5,2,0.31466666666666665,0.472,0.0,0,15,1,1,0.0,5,5,1.0,0.9309214353561401,1
-3nNcZdcdvU/5,3,0.472,0.6293333333333333,0.8855932354927063,1,16,1,1,0.1875,4,4,1.0,0.9337406754493713,1
-3nNcZdcdvU/5,4,0.6293333333333333,0.7866666666666666,1.0,1,16,1,1,0.0,5,5,1.0,0.9311995506286621,1
-3nNcZdcdvU/5,5,0.7866666666666666,0.944,1.0,1,16,1,1,0.0,5,5,1.0,0.9312731027603149,1
-3nNcZdcdvU/5,6,0.944,1.1013333333333333,1.0,1,15,1,1,0.6000000238418579,5,5,1.0,0.9307301640510559,1
-3nNcZdcdvU/5,7,1.1013333333333333,1.2586666666666666,1.0,1,16,1,1,0.0,4,4,1.0,0.927832305431366,1
-3nNcZdcdvU/5,8,1.2586666666666666,1.416,1.0,1,16,1,1,0.5625,5,5,1.0,0.9277274012565613,1
-3nNcZdcdvU/5,9,1.416,1.5733333333333333,1.0,1,16,1,1,0.0625,5,5,1.0,0.9304300546646118,1
-3nNcZdcdvU/5,10,1.5733333333333333,1.7306666666666666,1.0,1,15,1,1,0.0,4,4,1.0,0.9297508597373962,1
-3nNcZdcdvU/5,11,1.7306666666666666,1.888,1.0,1,16,1,1,0.5,5,5,1.0,0.9247689247131348,1
-3nNcZdcdvU/5,12,1.888,2.0453333333333332,1.0,1,16,1,1,1.0,5,5,1.0,0.9214715957641602,1
-3nNcZdcdvU/5,13,2.0453333333333332,2.2026666666666666,1.0,1,16,1,1,0.5625,5,5,1.0,0.9252656698226929,1
-3nNcZdcdvU/5,14,2.2026666666666666,2.36,1.0,1,15,1,1,0.0,4,4,1.0,0.9247965812683105,1
-3nNcZdcdvU/5,15,2.36,2.517333333333333,1.0,1,16,1,1,0.0,5,5,1.0,0.9241151809692383,1
-3nNcZdcdvU/5,16,2.517333333333333,2.6746666666666665,1.0,1,16,1,1,0.0,5,5,1.0,0.9268151521682739,1
