sample_id,video_id,clip_id,relative_video_path,duration_used_sec,duration_used_source,duration_container_sec,duration_video_stream_sec,duration_audio_stream_sec,duration_video_decoded_sec,duration_audio_decoded_sec,duration_container_minus_used_sec,duration_video_stream_minus_used_sec,duration_audio_video_decoded_difference_sec,video_start_sec,audio_start_sec,first_video_pts_sec,last_video_pts_sec,first_audio_pts_sec,last_audio_pts_sec,decoded_frame_count,decoded_audio_frame_count,video_decode_complete,audio_decode_complete,negative_video_pts_count,nonmonotonic_video_pts_count,missing_video_pts_count,fps_nominal,fps,fps_decoded,width,height,original_audio_rate,original_audio_channels,text_word_count,forced_aligned_word_count,interpolated_word_count,proportional_fallback_word_count,text_word_boundary_coverage,text_valid_bins,audio_present_bins,audio_reliable_bins,audio_valid_bins,voiced_ratio_global,vision_valid_bins,face_coverage_global,mean_face_confidence_global,text_shape,audio_shape,vision_shape,prepare_status,source_video_sha256,wav_sha256,alignment_text_sha256,mfa_cache_key,warning_codes,error,status,text_cleaning_changes
-NFrJFQijFE/2,-NFrJFQijFE,2,-NFrJFQijFE/2.mp4,6.84,decoded_video_pts_span,6.856,6.856,6.698005,6.84,6.698321995464852,0.016000000000000014,0.016000000000000014,-0.141678004535148,0.0,0.0,0.0,6.8,0.0,6.675102040816326,169,289,True,True,0,0,0,25/1,25/1,24.707602339181285,1280,720,44100,2,18,18,0,0,1.0,39,49,49,49,0.020958083832335328,0,0.0,0.0,1x50x128,1x50x74,1x50x52,ok,a54a5c144a64f5abd26b19aafa6cea8142ee08e9385fa508fa70c934f6b616c1,68611415bbbd34a780ff9b24de3cb8c7314a299b0de5d43ec270eeb256c3106d,00e6eba51a9fee1ffb7c975e32c7a5db94128859dd702ec6d02d95fce65251a5,d8eda733655cb8eb099ec974b79d13e6e76065cec079a0bf8b63a308f05b0ee8,low_global_face_coverage|no_reliable_vision_windows,,degraded,punctuation_and_extra_whitespace_normalized
-THoVjtIkeU/12,-THoVjtIkeU,12,-THoVjtIkeU/12.mp4,14.866666666666667,decoded_video_pts_span,14.896029,14.896029,14.805011,14.866666666666667,14.805532879818594,0.029362333333333268,0.029362333333333268,-0.0611337868480728,0.0,0.0,0.0,14.833333333333334,0.0,14.782312925170068,445,638,True,True,0,0,0,30/1,30/1,29.932735426008968,640,360,44100,2,39,39,0,0,1.0,42,50,50,50,0.08451656524678837,50,1.0,0.9236997365951538,1x50x128,1x50x74,1x50x52,ok,e2f148f4f2e74724dc13b3ce870a0ce6a06740cfc224f5a9b3d0a870b196e7d4,815c88e268d068409007ef89568991d9cd9b87baca30db0e5c4634fd6eabdc90,a469045290de357210b647f0ee3441838b9602c261a700023345fd88bbfa8046,288f74a80a71aa5370eb51a976b24665a663f558007c6d8bb111b3389e6257e7,,,ok,punctuation_and_extra_whitespace_normalized
-THoVjtIkeU/2,-THoVjtIkeU,2,-THoVjtIkeU/2.mp4,4.266666666666667,decoded_video_pts_span,4.291992,4.291992,4.23,4.266666666666667,4.230861678004535,0.025325333333332978,0.025325333333332978,-0.03580498866213144,0.0,0.0,0.0,4.233333333333333,0.0,4.2076417233560095,128,183,True,True,0,0,0,30/1,30/1,30.0,640,360,44100,2,10,10,0,0,1.0,37,50,50,50,0.0665083135391924,50,1.0,0.9289079904556274,1x50x128,1x50x74,1x50x52,ok,35a6c2464ffd68dd96411edb5dc2763f0efb59f264c1d8b737e616fa6b0d1d5b,f9ce07ae604245635688c75d9d95d78d610a8fdf808a1a352fd49f57e5260249,9363cf32112c7fbe7a96743451bf1efa1cb6e513810712fda41c4eeb00351e5a,be5c7e6ec5f153b812842fba31de75a74e443a8e37e346ea54d16c8ac990fb75,,,ok,punctuation_and_extra_whitespace_normalized
-THoVjtIkeU/6,-THoVjtIkeU,6,-THoVjtIkeU/6.mp4,8.066666666666666,decoded_video_pts_span,8.097005,8.097005,7.982993,8.066666666666666,7.982879818594104,0.030338333333332912,0.030338333333332912,-0.08378684807256231,0.0,0.0,0.0,8.033333333333333,0.0,7.9596598639455785,241,344,True,True,0,0,0,30/1,30/1,29.87603305785124,640,360,44100,2,30,30,0,0,1.0,45,50,50,50,0.05402010050251256,50,0.995850622406639,0.9223222136497498,1x50x128,1x50x74,1x50x52,ok,efaa55ee6394032c867046690a92c29edfd825005f0a090cca5ccb763b227f64,8cadfe5763b45096e92cf214dbc1f66fbbc2322a92618c3e42aa688066d67944,c18ff003ae0b101bbc35fa08b203f8dbccd1d5f39c16aeabb0a0fd9f6c7e743c,32fa6fe9646957cbd5b036a49f188b6fc3a8d60ef20b131ee5219d8807ff51f7,,,ok,punctuation_and_extra_whitespace_normalized
-UuX1xuaiiE/1,-UuX1xuaiiE,1,-UuX1xuaiiE/1.mp4,10.333333333333334,decoded_video_pts_span,10.35,10.35,10.267007,10.333333333333334,10.26748299319728,0.01666666666666572,0.01666666666666572,-0.06585034013605373,0.0,0.0,0.0,10.3,0.0,10.244263038548754,309,443,True,True,0,0,0,30/1,30/1,29.903225806451612,1280,720,44100,2,27,27,0,0,1.0,43,50,50,50,0.037073170731707315,3,0.045307443365695796,0.9260131120681763,1x50x128,1x50x74,1x50x52,ok,d5bbda38fcec15817d2b87bab5dcc559d6d425f7d28a82e6c32d13f14b48650c,169aad5d0474a9bfdca91c1023d8fcaf40a4233dd6e13b3918f0f644db9a95c9,f3768cfebc0d561be8795c32b735f60d1baa703b040a4c2ee61f8d8d3e482cc4,5be4db71bb0c8f60057d62b6a5c71abacdedcfcb40feddc38cd1cd95619f3bbb,low_global_face_coverage,,degraded,punctuation_and_extra_whitespace_normalized
-UuX1xuaiiE/0,-UuX1xuaiiE,0,-UuX1xuaiiE/0.mp4,3.6999999999999997,decoded_video_pts_span,3.633333,3.633333,3.576009,3.6999999999999997,3.575873015873016,-0.06666699999999981,-0.06666699999999981,-0.12412698412698386,0.0,0.0,0.0,3.6666666666666665,0.0,3.5526530612244898,109,154,True,True,0,0,0,30/1,30/1,29.459459459459463,1280,720,44100,2,9,9,0,0,1.0,42,49,49,49,0.0056179775280898875,24,0.48623853211009177,0.9283347725868225,1x50x128,1x50x74,1x50x52,ok,f578b305d53bc152702f5e771de0fcd12d1e9aaefc5cefce3d2082a417aab7c8,3f3616b66286ffd2412211b8ff1e0f22733186377e7cfe2597678e0f77fa6510,c8f6045139ef8d7b3073854678820c7f40aa3606567c8ca302c5c4de9dffe48a,9c3cc034541cd02fa992b6b018cfb8b0e72bc355b6aea8a23b71f61085f5dc13,,,ok,punctuation_and_extra_whitespace_normalized
-UuX1xuaiiE/3,-UuX1xuaiiE,3,-UuX1xuaiiE/3.mp4,4.1,decoded_video_pts_span,4.130013,4.130013,4.038005,4.1,4.0383673469387755,0.03001300000000029,0.03001300000000029,-0.06163265306122412,0.0,0.0,0.0,4.066666666666666,0.0,4.01514739229025,123,174,True,True,0,0,0,30/1,30/1,30.000000000000004,1280,720,44100,2,9,9,0,0,1.0,39,50,50,50,0.04477611940298507,50,1.0,0.9361699819564819,1x50x128,1x50x74,1x50x52,ok,eddb408f25bdc13e6de2fb74caeed709cb7a8f00640e7897135330437f66a2aa,6aad1f2a6e6ba6d684b5f83fa7007417e2da9bb4f62a0b1d05185e00d7d03b4d,c9459fab2b286de226ec134bf81bfa547c8abcc53b44db58b6d4843b490550b6,04a1e0d0714252ef7809afed65cf121ec39db46d7eb0980e39957613e76ca922,,,ok,punctuation_and_extra_whitespace_normalized
-UuX1xuaiiE/6,-UuX1xuaiiE,6,-UuX1xuaiiE/6.mp4,8.1,decoded_video_pts_span,8.113997,8.113997,7.943991,8.1,7.943832199546485,0.013996999999999815,0.013996999999999815,-0.15616780045351497,0.0,0.0,0.0,8.066666666666666,0.0,7.920612244897959,240,343,True,True,0,0,0,30/1,30/1,29.62962962962963,1280,720,44100,2,22,22,0,0,1.0,39,49,49,49,0.0,50,1.0,0.9278830289840698,1x50x128,1x50x74,1x50x52,ok,f0131ac00e44410fbd32c547a0d421c2791172434fc0203bb969abe14a530532,cf8f587282672d6722bc70b2a4f3d318ebb4c7777ae1bba118290bea8e200820,56f1bc26d54a3ed5fba862e0ec98ffd8d8924ba60f78bd03bd92f28dd5a595a6,082728b36bfc2a720c8d5fb7d6e68f2419fb10caa8667ff818eb998d877285b8,,,ok,punctuation_and_extra_whitespace_normalized
-a55Q6RWvTA/3,-a55Q6RWvTA,3,-a55Q6RWvTA/3.mp4,22.133333333333336,decoded_video_pts_span,22.153971,22.153971,22.083991,22.133333333333336,22.08328798185941,0.020637666666662113,0.020637666666662113,-0.0500453514739263,0.0,0.0,0.0,22.1,0.0,22.060068027210885,664,952,True,True,0,0,0,30/1,30/1,29.999999999999996,480,270,44100,2,65,65,0,0,1.0,48,50,50,50,0.00045330915684496827,48,0.8900602409638554,0.9185317754745483,1x50x128,1x50x74,1x50x52,ok,15d029fc15f50b268b98f1e8abc65e45582e638c13a018d7aa74a18373275946,7c2b4f616d7e90170cb724f31b2499ecb1443f42324f60e27a582f90c40b2a7b,2cd2ddaf319d855a8f0c3db34074c0c38e4eec8280911788ef5ff4b97c12522c,bb00b11d5d585c858e3e1d19e2917890860f92164826dc7bfe57f0104fbaa624,,,ok,punctuation_and_extra_whitespace_normalized
-aNfi7CP8vM/7,-aNfi7CP8vM,7,-aNfi7CP8vM/7.mp4,8.666666666666666,decoded_video_pts_span,8.694987,8.694987,8.538005,8.666666666666666,8.537687074829932,0.02832033333333328,0.02832033333333328,-0.12897959183673358,0.0,0.0,0.0,8.633333333333333,0.0,8.514467120181406,257,368,True,True,0,0,0,30/1,30/1,29.653846153846157,480,360,44100,2,18,18,0,0,1.0,45,50,49,49,0.056338028169014086,50,1.0,0.9272441864013672,1x50x128,1x50x74,1x50x52,ok,0b6389f45bb966113c65a11998c6e7facdd24c8c42acf2e8cf32e0f2139402e1,41597d31281a786b2a89b7838f240eb1ee25abd03773913de1cbc7fe47ae46e5,429dff5671cfeb171e18811b9239481b6faa6e02f96ec2d7e9e5d266c331e401,5a5e0d2ef79323c8374960ff5b52f5ed3957157dfb10c651b2cdc41763e1647d,,,ok,punctuation_and_extra_whitespace_normalized
-aqamKhZ1Ec/0,-aqamKhZ1Ec,0,-aqamKhZ1Ec/0.mp4,11.0,decoded_video_pts_span,10.966667,10.966667,10.89,11.0,10.890158730158731,-0.03333300000000072,-0.03333300000000072,-0.10984126984126874,0.0,0.0,0.0,10.966666666666667,0.0,10.866938775510205,329,469,True,True,0,0,0,30/1,30/1,29.90909090909091,1280,720,44100,2,14,14,0,0,1.0,31,50,50,50,0.006439742410303588,50,1.0,0.9342477917671204,1x50x128,1x50x74,1x50x52,ok,6f6e674bbba4353399e9e7825217f37e6d8ca1adf9675f33cf37106f31c55548,df1755259c0ece246ba4fd21b05e6c5e86f897f50b7472ab872ba1eb8d9d5fcc,b9be192aba2eb27125973822a1f6d38d7625a95936407dc4e0ec1a433ac8426b,84430279d070d4bca8d4207e09e2b4e48a8e9f821d86b059a78042ac440ba4dc,,,ok,punctuation_and_extra_whitespace_normalized
-dxfTGcXJoc/1,-dxfTGcXJoc,1,-dxfTGcXJoc/1.mp4,16.133333333333336,decoded_video_pts_span,16.161003,16.161003,16.019002,16.133333333333336,16.0181179138322,0.027669666666664483,0.027669666666664483,-0.115215419501137,0.0,0.0,0.0,16.1,0.0,15.994897959183673,482,690,True,True,0,0,0,30/1,30/1,29.876033057851235,320,240,44100,2,36,36,0,0,1.0,48,50,50,50,0.025625,50,1.0,0.9260052442550659,1x50x128,1x50x74,1x50x52,ok,b5ffdc98a4a98b8f0aae55dee5fed66a43bcb129f47a250a004c1cc74e572595,9d3a2a591dabd748f08ae91ba1e20d78dfd235d2ee357a8a17ccbdbeda1c3848,d2da891f814a471fda8128a1c52b2ec0e148d375e788ac8d2d4ec2a358ecc2cf,30fe65dddf3a651e315d3cc9ce750176baf6fbc8976d67cf8bc8b2ad9ac89a26,,,ok,quotes_and_dashes_canonicalized|punctuation_and_extra_whitespace_normalized
-dxfTGcXJoc/0,-dxfTGcXJoc,0,-dxfTGcXJoc/0.mp4,20.533333333333335,decoded_video_pts_span,20.5,20.5,20.41,20.533333333333335,20.41034013605442,-0.03333333333333499,-0.03333333333333499,-0.122993197278916,0.0,0.0,0.0,20.5,0.0,20.387120181405894,615,879,True,True,0,0,0,30/1,30/1,29.9512987012987,320,240,44100,2,42,42,0,0,1.0,47,50,48,48,0.01569396763119176,39,0.7788617886178861,0.9249876141548157,1x50x128,1x50x74,1x50x52,ok,04bd0be907fb46c613f926fe1b06bc2c3b30881c293156510baa34a4105ade55,7d3327bf29560cc27d1340134acd5ac5c79f4ab03966776f36261d1f5d874a34,78bc9ed444b89cc6684b689c01d16a5f0017629d67808559bad5cc083223324a,bea4a15857b5b7a73f7a5b45d4315b02a723ed15e73a68f3f95527401566d2bc,,,ok,punctuation_and_extra_whitespace_normalized
-dxfTGcXJoc/2,-dxfTGcXJoc,2,-dxfTGcXJoc/2.mp4,16.666666666666668,decoded_video_pts_span,16.697982,16.697982,16.632993,16.666666666666668,16.633174603174602,0.03131533333333181,0.03131533333333181,-0.03349206349206568,0.0,0.0,0.0,16.633333333333333,0.0,16.609954648526077,500,717,True,True,0,0,0,30/1,30/1,29.999999999999996,320,240,44100,2,35,35,0,0,1.0,48,50,50,50,0.012040939193257074,50,1.0,0.938020646572113,1x50x128,1x50x74,1x50x52,ok,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7,93ec5350e86e77749dd5da224557339b50423df7aeccfb763e8af75061a09b12,3344a5f58da2edc8030efa5368952ed294f5c1380fc06eea885081e00703e836,ed78f75cd85f11fb8f66924af08b8c4620db6c541cf516d4368a083a41825cda,,,ok,punctuation_and_extra_whitespace_normalized
-dxfTGcXJoc/6,-dxfTGcXJoc,6,-dxfTGcXJoc/6.mp4,12.733333333333333,decoded_video_pts_span,12.735026,12.735026,12.628005,12.733333333333333,12.6284126984127,0.0016926666666670087,0.0016926666666670087,-0.1049206349206333,0.0,0.0,0.0,12.7,0.0,12.605192743764173,381,544,True,True,0,0,0,30/1,30/1,29.92146596858639,320,240,44100,2,28,28,0,0,1.0,47,50,50,50,0.008723235527359239,50,1.0,0.9239899516105652,1x50x128,1x50x74,1x50x52,ok,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513,54e7d8b37cc8da09df128e600ec009087531edca156c771d853f30dde8e5e62b,3cfe25e650da78d1530921ca560eeadc82c4debf3e92e218f4c7529334204750,a4b4c7100002d540691663fb40bb455abb852cc6ea3e3c14ef8bc814d0160f7c,,,ok,quotes_and_dashes_canonicalized|punctuation_and_extra_whitespace_normalized
-egA8-b7-3M/26,-egA8-b7-3M,26,-egA8-b7-3M/26.mp4,6.0,decoded_video_pts_span,6.03099,6.03099,5.92,6.0,5.920544217687074,0.030990000000000073,0.030990000000000073,-0.07945578231292583,0.0,0.0,0.0,5.966666666666667,0.0,5.8973242630385485,179,255,True,True,0,0,0,30/1,30/1,29.833333333333332,640,360,44100,2,15,15,0,0,1.0,39,50,50,50,0.18135593220338983,50,1.0,0.9144203662872314,1x50x128,1x50x74,1x50x52,ok,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685,f7527d1c229b1bd0f948164346c991408104f23fba8e21869d7e2b0a4d9d8d8c,b0d8240a068d8aeb9254a55a0a9d5e5ee787a6b7ddd378a0b23dba7650fec041,df97e59d61c932cd8cff51984de735b71ea3d0d526fac5eb093f130aa4db8801,,,ok,punctuation_and_extra_whitespace_normalized
-egA8-b7-3M/17,-egA8-b7-3M,17,-egA8-b7-3M/17.mp4,7.266666666666667,decoded_video_pts_span,7.271029,7.271029,7.095011,7.266666666666667,7.095215419501133,0.004362333333333801,0.004362333333333801,-0.17145124716553362,0.0,0.0,0.0,7.233333333333333,0.0,7.071995464852607,215,306,True,True,0,0,0,30/1,30/1,29.587155963302752,640,360,44100,2,16,16,0,0,1.0,36,49,49,49,0.2627118644067797,50,1.0,0.9169451594352722,1x50x128,1x50x74,1x50x52,ok,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f,e73c7843d794a30aaebcf05144dcbd9bedc787567e2df4733dce5d1b661d8dd0,bd1fc8cc738ef71d690cc24f40a1ff48b79b9ebb79599352f0ea6be79219cb98,ce248930eea0da004645285cf4d0e74348542f5f268e5480c3908283e6303570,,,ok,punctuation_and_extra_whitespace_normalized
-egA8-b7-3M/18,-egA8-b7-3M,18,-egA8-b7-3M/18.mp4,8.366666666666667,decoded_video_pts_span,8.386003,8.386003,8.266009,8.366666666666667,8.265691609977324,0.0193363333333334,0.0193363333333334,-0.10097505668934303,0.0,0.0,0.0,8.333333333333334,0.0,8.242471655328798,250,356,True,True,0,0,0,30/1,30/1,29.8804780876494,640,360,44100,2,22,22,0,0,1.0,41,50,50,50,0.22424242424242424,50,1.0,0.9170171022415161,1x50x128,1x50x74,1x50x52,ok,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90,22971d009b8475c4b7206d6761c41dc49131b1c9d18533ebef3c3e61329f2169,d416a27b0afeedc41878cc80002734acbbb3f3f6816a4ee87dbf615784d34620,e994e34709d47172dbbf6f4e1bfed9e351cc882e3df0d569070523d2d4d06e64,,,ok,punctuation_and_extra_whitespace_normalized
